"filename","dynamics_rms_Mean","dynamics_rms_Std","dynamics_rms_Slope","dynamics_lowenergy_Mean","rhythm_attack_time_Mean","rhythm_attack_time_Std","rhythm_attack_time_Slope","articulation_eventdensity_Mean","rhythm_fluctuation_peak_PeakMagMean","rhythm_tempo_Mean","rhythm_tempo_Std","rhythm_pulseclarity_Mean","rhythm_pulseclarity_Std","timbre_centroid_Mean","timbre_centroid_Std","timbre_roughness_Mean","timbre_irregularity_Mean","timbre_irregularity_Std","timbre_spectralflux_Std","pitch_salient_Mean","pitch_salient_Std","pitch_chromagram_centroid_Mean","pitch_chromagram_centroid_Std","tonal_keyclarity_Mean","tonal_keyclarity_Std","tonal_mode_Mean","tonal_mode_Std","tonal_hcdf_Mean","tonal_spectentr_Mean","structure_novelty_SPE_Mean","structure_novelty_RHY_Mean","structure_novelty_TON_Mean","structure_novelty_REG_Mean"
"Hiphop_HIGH_20.mp3",0.304172,0.17942,-2.395518,0.278716,0.054166,0.109263,0.77754,3.27293,1737.432827,142.999248,34.265492,0.140204,0.070665,1587.342795,546.227288,13.888766,0.332647,0.263573,41.483388,313.367324,261.472501,64.443026,5.298088,0.726709,0.127846,0.000122,0.184407,0.688896,0.984539,1.131801,1.428936,0.913316,1.304953
"Hiphop_HIGH_21.mp3",0.279758,0.07888,-0.037579,0.145729,0.029073,0.026855,0.035682,2.409832,906.477658,113.820895,25.21111,0.314622,0.189473,1636.291578,1075.393093,9.531887,0.47415,0.223394,31.218384,556.980629,381.28589,63.447904,4.066197,0.53016,0.136782,-0.063797,0.112317,0.712838,0.994752,1.32964,2.118546,0.724492,0.909703
"Hiphop_LOW_01.mp3",0.12169,0.08572,2.874447,0.517209,0.036912,0.071443,0.027381,0.483256,287.358801,137.14406,24.127595,0.278163,0.106437,1152.762799,572.888345,3.988816,0.371074,0.256765,23.91058,379.016909,306.133678,60.110946,3.859599,0.523381,0.074117,-0.020537,0.092493,0.87298,0.990299,0.97125,1.250842,0.661932,0.86177
"Hiphop_LOW_02.mp3",0.168926,0.155284,-0.524465,0.55084,0.045125,0.042181,-0.262764,3.28575,3460.35895,160.575163,18.489896,0.292117,0.130567,1922.40602,980.226057,3.921944,0.37282,0.306926,43.453686,458.957199,308.205615,68.201397,8.053239,0.492542,0.150102,-0.075905,0.074241,0.623558,0.992091,1.323825,1.699767,1.22283,1.421508
"Hiphop_LOW_03.mp3",0.262285,0.174524,-1.342053,0.487572,0.077746,0.085957,-0.040148,2.787403,1912.047938,131.471582,14.815913,0.252307,0.080407,2089.693728,828.932321,3.203586,0.669731,0.41651,48.263678,343.679045,213.92652,62.809981,3.623964,0.285825,0.069787,0.00576,0.075938,0.565944,0.985773,1.080011,0.921858,1.08569,1.290725
"Hiphop_LOW_04.mp3",0.137515,0.042431,-0.371977,0.198486,0.035446,0.034192,0.010049,4.064857,677.70042,113.82163,26.21216,0.275136,0.112201,1856.344966,822.788077,1.575829,0.750171,0.224633,24.075749,817.593595,270.371818,63.290052,4.961752,0.340581,0.161981,-0.029212,0.062208,0.456607,0.985146,1.822604,3.621244,1.081921,1.622291
"Hiphop_LOW_05.mp3",0.263581,0.080428,-0.059928,0.166806,0.066369,0.076028,-0.431358,2.811471,1595.836435,157.270103,8.838945,0.186922,0.070576,1715.562974,593.579002,13.423919,0.506298,0.251749,34.694584,362.773133,442.463051,61.795751,4.645422,0.382967,0.105148,0.040646,0.079699,0.625534,0.993462,1.042571,1.728545,0.754839,0.898433
"Hiphop_LOW_06.mp3",0.176104,0.093473,-0.312315,0.372171,0.038225,0.037749,0.292976,3.415075,1676.052378,132.43534,21.314834,0.212086,0.059284,2351.777816,815.268548,10.324562,0.622616,0.401306,30.065126,580.443269,249.388176,67.564683,7.454751,0.519676,0.163282,-0.05207,0.091255,0.685097,0.99084,0.77464,0.896672,1.01688,0.942539
"Hiphop_LOW_07.mp3",0.203451,0.099574,-1.201644,0.421495,0.024471,0.016113,-0.171739,4.628161,2047.328497,133.126765,24.055907,0.491894,0.18912,2075.179862,750.824794,3.681378,0.403039,0.235241,42.892197,289.956058,216.948939,60.993893,4.275807,0.630243,0.118344,-0.039476,0.103664,1.190332,0.992221,1.039511,1.178825,1.2417,1.19849
"Hiphop_MED_08.mp3",0.130152,0.068861,-0.173404,0.41097,0.050507,0.059176,0.175649,3.337028,792.417084,126.744658,28.799517,0.377546,0.10559,1366.01399,457.514254,2.736697,0.562256,0.274564,35.503511,377.844926,279.828442,60.175663,4.383196,0.563297,0.11385,-0.070744,0.101521,0.561405,0.995385,1.208797,1.276802,1.851055,1.608877
"Hiphop_MED_09.mp3",0.231295,0.09645,-1.062257,0.235993,0.034132,0.035234,0.043718,2.47485,893.218127,134.982253,32.643395,0.321603,0.19978,1619.279047,631.287292,3.245175,0.634856,0.211269,43.347349,462.871089,284.078925,64.656381,3.997422,0.529235,0.150147,-0.019782,0.102127,0.587572,0.983685,1.085641,1.290547,0.799657,1.071796
"Hiphop_MED_10.mp3",0.136663,0.098403,0.951263,0.595619,0.031727,0.031066,-0.10115,4.812023,3565.114885,129.325489,8.132508,0.240614,0.144574,1853.430992,963.476088,5.982554,0.607227,0.358914,42.937945,300.044325,178.191266,65.054323,4.941535,0.677668,0.095915,0.02761,0.156864,1.038074,0.99663,1.160672,1.321954,1.378703,1.237287
"Hiphop_MED_11.mp3",0.138227,0.064921,-1.025481,0.372582,0.036463,0.040773,0.139098,4.637514,1870.831399,145.632191,29.20993,0.265675,0.061903,2243.823285,932.650966,1.345625,0.591157,0.282354,25.284073,274.962517,299.925496,57.835279,4.047778,0.526002,0.114005,-0.087988,0.082442,0.781898,0.99199,1.818726,1.812621,1.866824,2.822857
"Hiphop_MED_12.mp3",0.269317,0.135381,-2.417553,0.314831,0.042546,0.042705,0.339899,3.881438,1144.399792,114.493756,16.534634,0.334182,0.110184,2311.214067,658.198003,10.7077,0.465019,0.229064,43.233356,515.585495,394.635298,64.620137,2.812954,0.677593,0.143905,-0.08416,0.153052,0.718421,0.98771,0.930934,1.225014,0.74228,0.998796
"Hiphop_MED_13.mp3",0.454764,0.072537,0.161642,0.040201,0.026598,0.009814,0.333505,4.751131,1437.850965,142.077859,21.64688,0.423097,0.04372,1381.389776,555.197439,10.246105,0.674607,0.273778,38.224911,678.913036,310.210516,62.936561,2.996647,0.373237,0.064509,-0.005613,0.107844,0.769743,0.978997,1.677438,3.615065,0.904381,1.664212
"Hiphop_MED_14.mp3",0.25523,0.193767,1.818003,0.395498,0.049455,0.058699,-0.72072,3.792946,2093.312546,122.336551,26.554315,0.22602,0.20247,1463.509414,899.927122,2.592653,0.381937,0.273274,43.242942,251.265268,268.089522,58.22691,6.093685,0.56245,0.147075,-0.062813,0.037922,0.592524,0.987083,0.887709,1.249631,0.817553,1.11568
"Jazz_HIGH_08.mp3",0.162754,0.05432,0.387219,0.250839,0.021987,0.019212,-0.217234,5.997146,322.689131,117.56644,35.399421,0.197153,0.052168,1551.119467,690.943833,13.892165,0.707884,0.328937,16.011969,457.726687,212.413725,69.788605,4.873744,0.701586,0.12593,-0.072004,0.14009,1.178415,0.987549,0.769888,0.848296,0.788062,0.939303
"Jazz_HIGH_09.mp3",0.129909,0.049272,1.105766,0.261785,0.047758,0.059458,0.01804,2.58847,1070.134066,113.89797,37.885681,0.283836,0.112936,2381.651996,591.159112,11.474396,0.521586,0.228038,18.229183,572.753245,341.523406,65.93206,4.368053,0.64453,0.158093,-0.016406,0.160026,0.910069,0.994473,1.092685,1.242973,1.079911,1.302167
"Jazz_HIGH_10.mp3",0.066183,0.043645,-0.779787,0.520101,0.055953,0.076697,0.605504,2.208272,1948.868416,117.687802,4.989802,0.382575,0.127477,1919.893322,712.340084,4.845633,0.45916,0.243038,11.91838,422.515654,338.219259,62.035876,4.966183,0.504351,0.150684,-0.03398,0.099024,1.058082,0.985263,1.414742,1.490421,1.147159,1.33441
"Jazz_HIGH_11.mp3",0.08236,0.045239,0.315953,0.428451,0.033896,0.040327,0.048099,2.589342,3185.46118,118.696887,4.479238,0.358303,0.114089,1497.141146,758.539918,1.727478,0.566348,0.2996,11.680654,319.037513,198.94845,59.613719,3.443247,0.517103,0.151529,-0.003744,0.094602,1.053786,0.992295,1.101223,1.068635,1.254506,1.301087
"Jazz_HIGH_12.mp3",0.037165,0.030576,0.538864,0.582631,0.051562,0.076052,-0.423911,2.830461,1167.980238,120.162125,18.448888,0.181251,0.07977,1609.281083,704.204448,0.600313,0.465801,0.400787,6.694208,237.26452,156.510453,56.692477,6.039052,0.561871,0.144397,-0.056632,0.108186,1.115999,0.984203,1.070137,0.981623,1.157286,1.186748
"Jazz_HIGH_13.mp3",0.017589,0.011364,-1.478886,0.528414,0.027818,0.02801,0.081202,3.760573,297.80629,122.39751,25.886854,0.210985,0.075268,1433.124021,528.051159,0.262514,0.882817,0.439419,1.880631,409.314791,120.671428,68.074384,3.393245,0.616991,0.105345,-0.074655,0.123655,0.920517,0.974096,1.165405,1.411025,1.008648,1.317878
"Jazz_HIGH_14.mp3",0.128461,0.063018,-0.067973,0.363331,0.040306,0.043226,0.199975,3.42542,857.585527,103.767275,27.932178,0.218893,0.067803,2158.108212,670.123375,1.791037,0.730842,0.404403,12.165211,309.581525,133.676832,61.495982,3.821171,0.716831,0.12777,0.064092,0.128701,1.163238,0.980283,1.096312,0.975866,1.385169,1.168063
"Jazz_LOW_15.mp3",0.233839,0.064325,0.186833,0.181742,0.028352,0.020456,0.423114,4.249251,1486.52127,129.248566,10.815319,0.535413,0.07281,1745.087115,547.959807,5.931689,0.544655,0.294771,23.94482,418.702951,295.868921,59.657237,1.800105,0.772895,0.074859,0.09415,0.13768,0.982098,0.996563,1.332729,1.936022,0.862165,1.09016
"Jazz_LOW_16.mp3",0.09379,0.049031,-0.174,0.370152,0.04582,0.060285,-0.307816,2.729373,2562.477241,125.234829,37.928702,0.187847,0.114141,1233.07153,625.554059,1.589049,0.481526,0.313962,15.478455,298.458466,215.065483,60.195239,3.571936,0.598343,0.137967,0.001235,0.139402,1.272098,0.992899,1.217644,1.175587,1.34527,1.397048
"Jazz_LOW_17.mp3",0.116093,0.053378,1.304363,0.326325,0.043937,0.044916,0.416552,3.662964,1372.061576,115.376908,33.560566,0.295277,0.099922,1266.491037,340.079447,1.845427,0.834966,0.371367,13.072217,373.838259,162.183257,63.472817,2.854079,0.632364,0.132252,-0.01587,0.134843,1.155809,0.990257,1.379855,1.442788,1.389991,1.228577
"Jazz_LOW_18.mp3",0.124284,0.055658,0.103829,0.290956,0.038869,0.047647,-0.2325,3.68018,899.457373,125.17623,39.492923,0.260625,0.072999,1117.851745,606.797875,2.842175,0.447612,0.294278,21.202533,234.723575,152.120995,58.402218,2.858749,0.478141,0.119653,-0.025523,0.091582,1.06735,0.99252,1.161726,0.915684,1.45277,1.387518
"Jazz_LOW_19.mp3",0.077052,0.039848,1.956856,0.465077,0.027845,0.022459,-0.175862,3.573071,1160.181624,138.40728,24.63967,0.251927,0.081294,1862.377747,651.325544,5.526175,0.504835,0.322779,14.206676,360.603437,268.167242,64.834945,3.769791,0.615762,0.186921,-0.007726,0.136872,0.92424,0.997078,1.161633,1.266788,1.33972,1.281194
"Jazz_LOW_20.mp3",0.081262,0.037301,-0.893919,0.307627,0.042908,0.070079,-0.06524,1.760514,501.752743,120.394702,31.928023,0.189821,0.10756,1639.475667,555.383244,2.593315,0.580602,0.316671,9.223838,340.470916,255.000885,62.393505,4.14502,0.661681,0.116597,-0.108136,0.126998,1.192114,0.994353,1.055291,1.210432,1.230254,1.240978
"Jazz_LOW_21.mp3",0.128349,0.049294,0.24778,0.292785,0.029824,0.022251,-0.150881,4.690506,1872.74954,130.531428,31.833438,0.28581,0.067773,1907.885804,617.171957,1.438205,0.89891,0.4225,13.981019,614.278421,220.245257,62.256957,3.52888,0.531676,0.101229,0.045418,0.108274,0.898778,0.993547,1.031737,0.892867,1.362066,1.466072
"Jazz_MED_01.mp3",0.082896,0.019663,-0.548932,0.106101,0.036009,0.032454,0.478761,5.862812,457.139572,114.920314,25.671066,0.314196,0.09049,1155.35102,171.366027,3.743148,0.692834,0.255067,6.611555,372.837953,224.498513,65.97574,2.729867,0.731865,0.171321,-0.212634,0.157637,0.874612,0.985682,1.012976,1.147766,0.964121,1.128485
"Jazz_MED_02.mp3",0.10534,0.04012,-0.169577,0.30383,0.036929,0.040668,0.225876,2.923524,604.245383,123.531704,32.902045,0.199053,0.09677,2897.673266,768.910876,7.562641,0.625462,0.299752,9.197931,257.6846,131.479835,65.988419,3.017066,0.654741,0.115121,0.022045,0.11979,1.218259,0.988281,0.965514,0.981181,1.017102,1.009852
"Jazz_MED_03.mp3",0.127969,0.049023,0.003306,0.260101,0.039173,0.045429,-0.287169,3.564549,683.14202,129.977414,20.279064,0.342386,0.147768,1251.578385,485.233896,3.451436,0.383937,0.221066,17.242532,255.718902,210.628639,58.7207,2.978241,0.731529,0.120418,-0.092048,0.197127,0.843544,0.989303,0.892955,1.274086,0.784315,0.980696
"Jazz_MED_04.mp3",0.066987,0.043126,0.529677,0.425676,0.046454,0.078689,0.326731,2.969256,1815.041203,136.934968,23.82735,0.309739,0.109569,1666.244701,534.011706,1.578077,0.406329,0.297057,10.276532,309.262478,108.844569,66.248439,3.800067,0.752554,0.092822,-0.10385,0.120464,1.280785,0.982853,0.969837,1.072106,1.155187,1.110117
"Jazz_MED_05.mp3",0.038671,0.017406,0.343327,0.350463,0.035057,0.036918,-0.10521,3.736467,1085.261486,136.089387,28.94832,0.308153,0.084814,1539.157446,404.074038,1.040988,0.528587,0.283129,4.431477,437.723201,291.261895,62.786784,3.885622,0.763356,0.099143,0.133703,0.130551,1.298084,0.991638,1.03228,0.929636,1.234845,1.096405
"Jazz_MED_06.mp3",0.046136,0.036272,2.189659,0.565925,0.0393,0.04032,-0.50443,3.830874,1116.289914,136.841865,18.829619,0.261527,0.079616,2043.680425,654.594599,0.771657,0.474805,0.379234,8.310065,284.561838,180.113532,64.015592,3.272109,0.599928,0.149346,-0.033825,0.098956,0.761743,0.98761,1.131958,0.936022,1.74525,1.423917
"Jazz_MED_07.mp3",0.075757,0.04213,-0.090428,0.430756,0.04198,0.062871,0.059116,2.952489,697.765176,128.80936,32.03262,0.190806,0.130279,1141.248667,398.806364,1.849096,0.58845,0.341911,10.723084,356.379349,162.871555,62.260437,3.825448,0.600166,0.148661,-0.077847,0.116342,1.040716,0.982813,0.921119,1.062064,1.003095,1.082362
"Metal_HIGH_01.mp3",0.239626,0.051231,-0.283232,0.031014,0.033312,0.033942,0.054371,3.415075,450.442256,108.779176,18.299699,0.41799,0.122682,3150.312307,334.216634,51.977654,0.548433,0.249329,26.33556,373.389049,430.829309,65.699594,2.394503,0.401394,0.100651,-0.052648,0.104978,0.775203,0.997298,0.716285,1.061795,0.799165,1.013842
"Metal_HIGH_02.mp3",0.254435,0.058353,-0.441265,0.109336,0.03776,0.038785,0.170317,3.326912,462.469618,140.402531,30.462805,0.335174,0.087732,2622.443885,500.357693,30.497249,0.529375,0.299754,26.061116,309.550461,233.447657,63.672545,3.584571,0.699957,0.07852,-0.025177,0.159472,1.124089,0.994176,1.028541,0.874692,1.298838,1.43124
"Metal_HIGH_03.mp3",0.2211,0.062119,0.593397,0.11745,0.032268,0.033887,-0.046667,3.452031,500.043298,134.746142,16.636323,0.439404,0.130758,2410.491074,545.899006,19.015908,0.454631,0.225479,29.90396,210.9793,284.934855,61.910539,2.761421,0.455726,0.122608,-0.011751,0.085485,0.792972,0.996096,1.047325,1.756953,1.170865,1.467906
"Metal_HIGH_04.mp3",0.222366,0.077242,0.044849,0.211893,0.045475,0.051577,0.418244,4.215792,2735.76939,157.868037,27.549867,0.444159,0.069317,2358.743818,770.075492,18.414361,0.468323,0.256577,32.21608,253.764928,334.03399,61.594318,4.418646,0.406815,0.083655,-0.007317,0.08372,0.5254,0.996181,1.141801,1.968561,0.796961,1.494054
"Metal_HIGH_05.mp3",0.131735,0.028368,-0.530881,0.058725,0.05337,0.051867,0.125208,3.686635,1809.954944,146.341459,24.14731,0.308708,0.095971,2569.781016,818.938692,12.873669,0.436851,0.287038,13.802863,188.50418,201.554699,59.559301,2.118611,0.627642,0.126816,-0.03835,0.079123,0.764104,0.992349,1.256583,1.404785,1.904851,2.108606
"Metal_HIGH_06.mp3",0.162532,0.092508,0.528483,0.387858,0.036124,0.046286,0.879037,2.794877,1155.072546,155.998186,27.049856,0.228109,0.165863,2143.020326,917.898768,9.783261,0.346845,0.261458,39.83941,291.395016,280.790163,60.973826,4.239534,0.502632,0.182871,0.012565,0.075446,0.729189,0.995306,1.238457,1.894015,1.086338,1.210369
"Metal_HIGH_07.mp3",0.090827,0.089855,2.364405,0.763468,0.040677,0.045199,0.304303,3.329155,2429.966399,122.774462,37.821415,0.35747,0.11666,2225.864239,895.394993,8.031301,0.337111,0.177702,25.250154,419.695549,285.719477,66.347682,3.853767,0.738858,0.078457,-0.067162,0.127049,0.832506,0.98566,1.118393,1.423024,1.263628,1.29632
"Metal_LOW_08.mp3",0.062113,0.025797,0.290491,0.306397,0.04221,0.089151,0.313684,1.345566,532.801893,117.843808,30.899549,0.152472,0.090923,1425.578902,622.153457,1.849713,0.466946,0.278246,7.828621,206.656506,150.088238,57.247466,2.61218,0.674223,0.08107,0.000962,0.089833,0.833213,0.982997,1.138007,1.350321,1.031368,1.194275
"Metal_LOW_09.mp3",0.184631,0.060994,-0.228354,0.201018,0.028644,0.025007,0.103967,5.012395,356.866076,147.348317,18.679517,0.216445,0.080786,2428.029864,605.618817,9.460424,0.395638,0.204504,22.502347,240.897824,270.304011,63.947423,1.529023,0.684137,0.079419,0.025488,0.112446,0.835125,0.993726,1.259724,2.056518,0.66473,0.914525
"Metal_LOW_10.mp3",0.13499,0.06095,2.642114,0.264479,0.024739,0.022523,-0.085905,4.39498,299.075388,120.270373,35.31623,0.208009,0.059382,1326.544198,295.789553,5.026717,0.359152,0.20159,17.142515,217.529748,234.259024,59.513154,2.067239,0.659567,0.117399,-0.073772,0.079936,0.548254,0.98847,0.93819,2.020486,0.555761,0.825377
"Metal_LOW_11.mp3",0.064698,0.024209,2.70852,0.293118,0.03197,0.037329,-0.556533,1.833203,629.115438,133.383904,19.077595,0.264015,0.11382,2287.264227,401.551417,6.496026,0.348401,0.185614,6.859663,315.466885,235.81707,64.185921,1.581426,0.565736,0.105365,0.008126,0.081373,1.222211,0.995371,0.94922,0.954998,1.016054,1.210896
"Metal_LOW_12.mp3",0.097763,0.04586,0.40902,0.278577,0.064862,0.076231,-0.455565,3.686556,2801.570572,133.664243,8.858744,0.512961,0.077759,2352.538343,282.017643,20.487249,0.577797,0.341298,14.46697,361.693182,340.875283,64.158458,1.659754,0.668527,0.099292,-0.174916,0.087191,0.632439,0.989831,1.612059,3.447212,1.568765,2.260173
"Metal_LOW_13.mp3",0.262506,0.071487,-0.38026,0.178992,0.025569,0.017179,0.546172,6.781393,461.712553,132.43041,36.885264,0.353574,0.124304,2447.621577,534.126923,18.052473,0.58162,0.294443,29.118974,334.155064,300.980491,63.304586,2.690822,0.530292,0.110078,-0.046873,0.103953,0.712209,0.992601,1.254733,1.640041,0.852107,1.315326
"Metal_LOW_14.mp3",0.129354,0.040602,1.684773,0.22605,0.028783,0.02485,0.109324,3.727663,807.867821,132.369111,18.878465,0.412947,0.154105,2713.308828,363.203204,12.109247,0.500946,0.202233,17.197688,336.656959,377.304056,66.080878,2.514323,0.542687,0.070012,0.047874,0.115006,0.373908,0.989644,1.02578,2.93986,0.531549,1.251461
"Metal_MED_15.mp3",0.192183,0.081992,2.432976,0.475589,0.028463,0.031147,0.214529,3.15995,523.971877,119.042162,31.775128,0.275553,0.12832,2633.801586,659.334612,20.930007,0.350624,0.187819,30.235571,201.394735,249.610523,65.952181,3.66965,0.624755,0.16492,-0.022712,0.079249,1.05758,0.991368,0.86861,1.345033,0.864663,1.224166
"Metal_MED_16.mp3",0.19427,0.059736,1.36967,0.142498,0.039289,0.043981,-0.136692,3.516698,528.077058,131.592504,28.120874,0.277588,0.12963,2180.995843,472.403503,19.687246,0.351653,0.201316,23.284389,292.237283,288.223181,63.372401,2.844292,0.445682,0.084409,-0.015471,0.06463,0.554524,0.995355,0.756676,1.195908,0.788065,1.01576
"Metal_MED_17.mp3",0.145789,0.053697,2.354536,0.311819,0.032289,0.028581,-0.151854,4.521469,1853.871621,133.424926,30.781747,0.312256,0.129008,2730.077125,677.106043,14.294431,0.385549,0.224376,17.384626,462.349818,396.074948,63.98659,3.329534,0.521216,0.150003,0.007589,0.136447,0.495713,0.992559,1.156531,1.912756,1.403189,1.465526
"Metal_MED_18.mp3",0.245692,0.084144,1.502215,0.235906,0.040517,0.045477,-0.14938,2.911079,1054.002391,139.002032,34.339952,0.199151,0.077166,2431.63342,757.10874,20.17094,0.425081,0.241585,34.6344,566.148417,385.406167,62.528947,4.06819,0.611017,0.123778,-0.121228,0.09538,0.501579,0.992413,1.11719,1.874887,1.210432,1.763231
"Metal_MED_19.mp3",0.255655,0.041665,0.312833,0.030176,0.023782,0.016083,0.339839,6.394895,600.947606,141.025921,40.0702,0.213567,0.060777,2635.487753,315.889658,26.985942,0.376927,0.186788,16.482123,281.960729,322.430264,62.358936,1.906532,0.643403,0.124214,-0.033351,0.102272,1.044531,0.994422,0.803678,1.994765,1.188142,1.196206
"Metal_MED_20.mp3",0.209618,0.054785,-0.11065,0.127104,0.030178,0.027308,0.058195,4.337989,550.474082,136.976434,33.862953,0.491196,0.121497,3081.524098,372.953151,38.970958,0.508433,0.225827,26.565841,537.308769,409.744758,65.415243,2.380937,0.626567,0.119129,-0.04715,0.122102,1.004943,0.994505,0.7682,0.9661,1.080919,1.189037
"Metal_MED_21.mp3",0.162182,0.038785,0.735981,0.072027,0.034099,0.03724,-0.211125,3.078198,778.115895,137.578473,15.693721,0.645789,0.058952,2489.957836,464.900392,24.456222,0.425876,0.2633,17.942659,946.509666,331.374785,65.865052,2.509386,0.564803,0.123093,-0.007522,0.125547,0.7191,0.995636,0.567567,1.167168,0.46244,0.750922
"Pop_HIGH_15.mp3",0.319814,0.060892,-0.316949,0.039396,0.040317,0.037457,0.049145,3.58248,1172.22995,134.791569,41.438041,0.381518,0.087683,2724.491212,464.102848,36.486482,0.576794,0.290498,32.40802,386.387856,341.828098,63.917931,2.192699,0.749247,0.078092,0.075352,0.140084,0.787789,0.996226,1.031305,0.926616,0.942909,1.264983
"Pop_HIGH_16.mp3",0.317895,0.11591,-0.014056,0.320771,0.041193,0.047308,0.215743,3.178574,1343.883967,99.826554,14.533458,0.387219,0.122566,1862.259288,553.654156,8.425241,0.614499,0.229104,43.266656,566.024086,344.533752,62.203299,3.644066,0.456417,0.069452,-0.022621,0.106409,0.691715,0.99109,1.170267,1.64767,0.709064,1.1192
"Pop_HIGH_17.mp3",0.044528,0.029523,2.246377,0.536562,0.033804,0.049535,0.16521,2.50478,455.924287,117.297101,29.240044,0.211327,0.091604,2270.185465,583.284021,2.389516,0.709495,0.305508,7.050556,340.108868,115.28315,71.454317,2.714995,0.814313,0.069838,-0.125159,0.171837,1.150264,0.977732,0.8144,1.110103,0.858948,1.00851
"Pop_HIGH_18.mp3",0.220333,0.078308,1.209989,0.256303,0.048465,0.053337,-0.363655,3.692838,1143.492582,145.08111,24.250653,0.282043,0.129061,1499.632806,671.233075,7.215114,0.573524,0.325159,31.054527,459.885881,304.221206,61.29644,3.550053,0.658926,0.115633,-0.040665,0.166054,0.804408,0.993622,1.217111,1.069219,1.108797,1.334034
"Pop_HIGH_19.mp3",0.193834,0.082295,0.620701,0.355518,0.034433,0.039077,-0.435646,4.140409,1518.96677,107.173828,35.947466,0.475946,0.145933,3056.318111,438.070425,10.655845,0.598638,0.26461,29.199497,442.205047,387.615453,65.963539,4.973421,0.486568,0.140712,0.077079,0.066566,0.572362,0.991389,1.242372,1.632822,0.858439,1.629641
"Pop_HIGH_20.mp3",0.237395,0.082951,2.243553,0.248744,0.037124,0.043178,-0.195845,3.412784,1969.540287,134.860041,29.462461,0.574359,0.068097,3330.757398,642.067593,23.313037,0.674343,0.275559,28.490188,561.180738,391.410901,65.23183,2.428083,0.612057,0.154229,0.073762,0.121432,0.769318,0.990703,1.626049,1.875172,1.773556,1.59924
"Pop_HIGH_21.mp3",0.306861,0.053432,-0.025923,0.033501,0.043376,0.047894,0.137886,2.542859,853.417836,112.229758,20.46874,0.209106,0.072977,1124.925386,464.454346,6.136564,0.706197,0.269623,34.518175,452.98182,342.013605,63.635931,4.31682,0.67475,0.101203,0.000159,0.129331,0.754679,0.984695,1.027635,1.169985,0.928552,1.090849
"Pop_LOW_01.mp3",0.161337,0.063634,1.047808,0.242152,0.041991,0.055137,-0.406289,2.544517,753.667528,113.436204,38.406596,0.296803,0.117111,1275.759579,372.458615,3.233527,0.621711,0.293836,27.010407,392.234763,262.324714,60.069226,3.565724,0.468576,0.181996,0.034402,0.08932,0.815372,0.985457,1.292139,1.745785,0.589183,1.039471
"Pop_LOW_02.mp3",0.240846,0.11689,0.127472,0.256281,0.038273,0.038436,-0.145975,3.511983,2560.12246,129.916346,5.633363,0.65951,0.052603,2262.830084,1146.170836,10.458704,0.345551,0.23789,55.809632,244.36269,249.480981,58.420466,2.745135,0.36138,0.079895,-0.041925,0.07248,0.551925,0.988802,1.73009,1.539359,1.385311,2.127766
"Pop_LOW_03.mp3",0.279393,0.07482,0.218777,0.11474,0.032076,0.032771,-0.26768,5.084013,2282.100453,137.072571,37.768263,0.260795,0.096847,1675.236863,828.84001,8.471865,0.604283,0.347684,33.586512,423.673468,399.173021,58.778869,3.150839,0.679026,0.080473,-0.06842,0.116928,0.474553,0.988493,1.255511,1.938047,1.181875,1.525838
"Pop_LOW_04.mp3",0.074095,0.032367,2.026719,0.294515,0.040354,0.052276,-0.264523,2.561759,1356.944112,155.147229,15.159269,0.382066,0.126621,1114.749326,544.809933,3.120103,0.305414,0.201919,12.359893,280.308622,331.294871,60.47737,2.978247,0.634557,0.137288,-0.010592,0.130415,1.051783,0.983651,1.119808,1.362269,1.113303,1.289924
"Pop_LOW_05.mp3",0.097259,0.022289,1.811635,0.140678,0.047032,0.049498,0.024775,3.521028,1378.150928,123.70495,28.330772,0.2489,0.088531,1595.302963,544.733621,6.128615,0.565948,0.282414,8.390861,228.76224,206.542762,61.066514,1.718924,0.771866,0.10939,0.05596,0.129514,1.089864,0.97706,0.993593,1.10649,1.044025,1.075278
"Pop_LOW_06.mp3",0.164673,0.0683,1.208787,0.269295,0.051259,0.050191,0.18066,2.246251,1383.363714,133.75567,29.019396,0.265647,0.112462,1758.358891,622.351949,4.947596,0.482081,0.273822,22.375117,244.942225,170.033084,60.089763,2.446592,0.698218,0.049104,0.133286,0.081061,0.791793,0.990013,0.901223,1.17576,0.84017,0.92256
"Pop_LOW_07.mp3",0.17235,0.055466,-0.864415,0.110923,0.031537,0.031807,0.14511,3.211964,551.441613,120.119224,34.117775,0.269934,0.124016,2513.619408,548.226403,12.657347,0.449803,0.206398,22.413269,448.155009,356.325577,64.431169,2.856806,0.686129,0.098641,0.112576,0.108764,0.866448,0.994442,0.83129,1.115094,0.761909,1.054892
"Pop_MED_08.mp3",0.070504,0.082719,2.416794,0.756757,0.05497,0.172808,-0.665448,3.577814,1386.092917,117.989458,33.746101,0.277685,0.138388,1432.891748,689.387691,2.279196,0.372475,0.303259,21.803815,400.644464,268.101819,63.321551,3.515598,0.654169,0.119469,-0.046699,0.114775,0.745224,0.993356,1.171467,1.324316,1.136964,1.447521
